cycle_no,project,id,xp,proj_hours,proj_comp,proj_qual,lrn_supp,cult_cont,team_play,health_culture,health_team_play,health_technical,challenge,project_contrib,expected_contrib,contrib_gap,est_accuracy,est_bias
12,heavenly-osprey,936e3168,57.75,32.0,99.69,95.63,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,58.33,32.32,26.01,95.0,-5.0
12,heavenly-osprey,0af92c55,21.45,35.0,99.69,95.63,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,8.0,21.67,35.35,-13.68,97.5,-2.5
14,helpless-bustard,110df682,30.0,30.0,97.5,98.31,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,6.0,33.33,33.33,0.0,99.5,-0.5
14,helpless-bustard,5178cbf5,25.8,30.0,97.5,98.31,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,28.67,33.33,-4.66,99.0,-1.0
14,helpless-bustard,085c56bc,34.2,30.0,97.5,98.31,MISSING DATA,MISSING DATA,MISSING DATA,100.0,91.67,91.67,7.0,38.0,33.33,4.67,97.0,3.0
1,hideous-tinamou,45664623,33.48,40.0,95.83,95.0,83.33,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,36.0,43.01,-7.01,94.0,6.0
1,hideous-tinamou,45a99283,33.48,40.0,95.83,95.0,83.33,75.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,36.0,43.01,-7.01,MISSING DATA,MISSING DATA
1,hideous-tinamou,75dbe257,26.04,13.0,95.83,95.0,97.22,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,28.0,13.98,14.02,88.0,12.0
20,hissing-blesbok,85eb0e18,14.81,14.0,96.13,96.67,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,33.67,31.82,1.85,99.0,-1.0,6,6
20,hissing-blesbok,29f423c4,14.37,18.0,96.13,96.67,MISSING DATA,MISSING DATA,MISSING DATA,91.67,100.0,100.0,6.0,32.67,40.91,-8.24,98.0,2.0,6,6
20,hissing-blesbok,936e3168,14.81,12.0,96.13,96.67,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,5.0,33.67,27.27,6.4,98.0,2.0,6,5
15,huge-bee-eater,198449da,33.99,35.0,99.84,99.53,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,6.0,51.5,53.03,-1.53,97.0,3.0
15,huge-bee-eater,ea4646be,32.01,31.0,99.84,99.53,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,7.0,48.5,46.97,1.53,97.0,3.0
1,humorous-tortoise,adda47cf,25.42,40.0,93.82,86.47,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.33,43.01,-15.68,96.5,-3.5
1,humorous-tortoise,75dbe257,41.85,13.0,93.82,86.47,97.22,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,45.0,13.98,31.02,92.5,7.5
1,humorous-tortoise,690c133a,25.73,40.0,93.82,86.47,83.33,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,27.67,43.01,-15.34,87.5,12.5
19,hurried-kongoni,b6aa9c94,24.51,26.0,99.9,99.9,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,7.0,43.0,45.61,-2.61,97.0,-3.0,7,7
19,hurried-kongoni,dcf14075,7.22,2.0,99.9,99.9,MISSING DATA,MISSING DATA,MISSING DATA,93.06,94.44,100.0,3.0,12.67,3.51,9.16,96.0,-4.0,7,7
19,hurried-kongoni,66930ba2,25.27,29.0,99.9,99.9,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,44.33,50.88,-6.55,96.0,4.0,7,7
4,husky-blackbuck,690c133a,14.47,30.0,95.5,88.83,66.67,75.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,20.67,42.86,-22.19,93.5,6.5
4,husky-blackbuck,90945a45,21.7,30.0,95.5,88.83,91.67,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,31.0,42.86,-11.86,97.0,3.0
4,husky-blackbuck,dcf14075,33.83,10.0,95.5,88.83,94.44,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,48.33,14.29,34.04,95.0,-5.0
16,husky-shrew,75dbe257,17.4,8.0,97.14,92.14,MISSING DATA,MISSING DATA,MISSING DATA,94.44,97.22,100.0,4.0,29.0,13.33,15.67,83.5,16.5
16,husky-shrew,45664623,18.6,24.0,97.14,92.14,MISSING DATA,MISSING DATA,MISSING DATA,66.67,91.67,75.0,7.0,31.0,40.0,-9.0,92.5,7.5
16,husky-shrew,4a6f36f6,24.0,28.0,97.14,92.14,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,83.33,6.0,40.0,46.67,-6.67,98.5,1.5
15,hysterical-heron,adda47cf,26.55,26.0,93.33,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,100.0,6.0,45.0,44.07,0.93,100.0,0.0
15,hysterical-heron,8e44efb9,32.45,33.0,93.33,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,100.0,8.0,55.0,55.93,-0.93,100.0,0.0
15,illegal-tsessebe,af162939,31.85,28.0,99.41,98.47,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,49.0,43.08,5.92,98.0,2.0
15,illegal-tsessebe,110df682,33.15,37.0,99.41,98.47,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,51.0,56.92,-5.92,98.0,2.0
13,impossible-gazelle,4d838f6e,27.44,25.0,91.36,92.27,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,91.67,8.0,32.67,29.76,2.91,99.5,0.5
13,impossible-gazelle,8e44efb9,27.16,38.0,91.36,92.27,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,10.0,32.33,45.24,-12.91,99.5,-0.5
13,impossible-gazelle,396fad2d,29.4,21.0,91.36,92.27,MISSING DATA,MISSING DATA,MISSING DATA,96.67,90.0,96.67,8.0,35.0,25.0,10.0,98.5,1.5
12,incompetent-colobus,5178cbf5,22.18,22.5,99.21,97.29,MISSING DATA,MISSING DATA,MISSING DATA,91.67,95.83,70.83,7.0,18.8,19.07,-0.27,98.5,1.5
12,incompetent-colobus,690c133a,29.03,35.0,99.21,97.29,MISSING DATA,MISSING DATA,MISSING DATA,95.83,100.0,100.0,6.0,24.6,29.66,-5.06,99.5,0.5
12,incompetent-colobus,29f423c4,10.62,2.0,99.21,97.29,MISSING DATA,MISSING DATA,MISSING DATA,88.1,83.33,97.62,4.0,9.0,1.69,7.31,98.75,1.25
12,incompetent-colobus,164d773b,24.54,33.0,99.21,97.29,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,100.0,6.0,20.8,27.97,-7.17,96.0,4.0
12,incompetent-colobus,b7faca92,31.62,25.5,99.21,97.29,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,100.0,6.0,26.8,21.61,5.19,96.0,4.0
19,inconclusive-gemsbok,85eb0e18,17.55,16.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,6.0,45.0,41.03,3.97,100.0,0.0,7,7
19,inconclusive-gemsbok,75dbe257,3.9,3.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,92.59,94.44,96.3,4.0,10.0,7.69,2.31,100.0,0.0,7,7
19,inconclusive-gemsbok,936e3168,17.55,20.0,96.67,96.67,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,5.0,45.0,51.28,-6.28,100.0,0.0,7,7
20,incredible-boa,8e44efb9,23.5,22.0,90.83,91.67,MISSING DATA,MISSING DATA,MISSING DATA,83.33,100.0,83.33,8.0,50.0,46.81,3.19,100.0,0.0,5,5
20,incredible-boa,adda47cf,23.5,25.0,90.83,91.67,MISSING DATA,MISSING DATA,MISSING DATA,83.33,100.0,100.0,8.0,50.0,53.19,-3.19,100.0,0.0,5,5
17,inexpensive-shrike,164d773b,15.97,11.0,100.0,92.14,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,51.5,35.48,16.02,97.0,3.0
17,inexpensive-shrike,0af92c55,15.04,20.0,100.0,92.14,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,48.5,64.52,-16.02,97.0,3.0
13,infamous-crocodile,936e3168,23.81,16.0,92.46,95.62,MISSING DATA,MISSING DATA,MISSING DATA,79.17,87.5,83.33,6.0,19.2,12.9,6.3,94.75,-5.25
13,infamous-crocodile,4d87f1c5,31.0,36.0,92.46,95.62,MISSING DATA,MISSING DATA,MISSING DATA,87.5,83.33,83.33,7.0,25.0,29.03,-4.03,97.5,-2.5
13,infamous-crocodile,cbcff678,31.0,27.0,92.46,95.62,MISSING DATA,MISSING DATA,MISSING DATA,87.5,87.5,75.0,7.0,25.0,21.77,3.23,97.5,2.5
13,infamous-crocodile,75dbe257,32.74,15.0,92.46,95.62,MISSING DATA,MISSING DATA,MISSING DATA,87.5,87.5,87.5,4.0,26.4,12.1,14.3,98.25,-1.75
13,infamous-crocodile,eaf4b011,5.46,30.0,92.46,95.62,MISSING DATA,MISSING DATA,MISSING DATA,4.17,4.17,0.0,4.0,4.4,24.19,-19.79,80.5,19.5
3,instinctive-nyala,4d87f1c5,25.8,45.0,76.17,84.78,83.33,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,20.0,34.88,-14.88,100.0,0.0
3,instinctive-nyala,dcf14075,43.54,16.0,76.17,84.78,100.0,93.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,33.75,12.4,21.35,81.67,-18.33
3,instinctive-nyala,85eb0e18,29.99,30.0,76.17,84.78,88.89,100.0,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,23.25,23.26,-0.01,94.33,-5.67
3,instinctive-nyala,396fad2d,29.67,38.0,76.17,84.78,83.33,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,23.0,29.46,-6.46,100.0,0.0
16,intrigued-mongoose,45550069,28.5,29.0,100.0,98.67,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,50.0,50.88,-0.88,100.0,0.0
16,intrigued-mongoose,eed94af6,28.5,28.0,100.0,98.67,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,50.0,49.12,0.88,100.0,0.0
6,jolly-nighthawk,75dbe257,37.08,12.0,77.0,90.83,100.0,98.15,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,36.0,11.65,24.35,88.0,12.0
6,jolly-nighthawk,f7ba1065,20.09,25.0,77.0,90.83,33.33,72.22,72.22,MISSING DATA,MISSING DATA,MISSING DATA,,19.5,24.27,-4.77,95.33,4.67
6,jolly-nighthawk,89ffaeb3,22.92,30.0,77.0,90.83,72.22,77.78,83.33,MISSING DATA,MISSING DATA,MISSING DATA,,22.25,29.13,-6.88,99.0,1.0
6,jolly-nighthawk,4d87f1c5,22.92,36.0,77.0,90.83,66.67,88.89,88.89,MISSING DATA,MISSING DATA,MISSING DATA,,22.25,34.95,-12.7,99.0,1.0
9,joyous-giraffe,f7ba1065,21.15,26.0,89.18,87.18,66.67,66.67,75.0,75.0,50.0,66.67,5.0,34.67,42.62,-7.95,93.5,6.5
9,joyous-giraffe,690c133a,23.59,30.0,89.18,87.18,66.67,83.33,83.33,83.33,83.33,58.33,6.0,38.67,49.18,-10.51,98.0,2.0
9,joyous-giraffe,dcf14075,16.27,5.0,89.18,87.18,92.59,79.63,87.04,81.48,83.33,98.15,1.0,26.67,8.2,18.47,97.5,-2.5
16,lame-kingfisher,0af92c55,38.5,35.0,99.29,99.64,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,83.33,6.0,55.0,50.0,5.0,90.0,10.0
16,lame-kingfisher,ea4646be,31.5,35.0,99.29,99.64,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,66.67,7.0,45.0,50.0,-5.0,90.0,10.0
15,large-cheetah,085c56bc,20.0,20.0,94.39,98.17,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,50.0,50.0,0.0,100.0,0.0
15,large-cheetah,690c133a,20.0,20.0,94.39,98.17,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,50.0,50.0,0.0,100.0,0.0
20,left-gulls,717e2737,9.72,16.0,95.75,98.56,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,66.67,8.0,33.5,55.17,-21.67,73.0,27.0,6,6
20,left-gulls,4d87f1c5,19.29,13.0,95.75,98.56,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,66.5,44.83,21.67,73.0,27.0,6,6
7,lively-urial,dcf14075,21.0,5.0,90.0,83.75,100.0,96.67,93.33,MISSING DATA,MISSING DATA,MISSING DATA,,70.0,16.67,53.33,80.0,20.0
7,lively-urial,89ffaeb3,9.0,25.0,90.0,83.75,0.0,0.0,0.0,MISSING DATA,MISSING DATA,MISSING DATA,,30.0,83.33,-53.33,80.0,20.0
16,livid-legaan,717e2737,46.0,28.0,98.7,97.2,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,91.67,5.0,50.0,30.43,19.57,77.5,22.5
16,livid-legaan,af162939,23.92,30.0,98.7,97.2,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,83.33,9.0,26.0,32.61,-6.61,94.0,6.0
16,livid-legaan,53bcb2df,22.08,34.0,98.7,97.2,MISSING DATA,MISSING DATA,MISSING DATA,41.67,50.0,58.33,8.0,24.0,36.96,-12.96,91.0,9.0
18,loud-lizard,198449da,25.5,26.0,100.0,98.56,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,5.0,50.0,50.98,-0.98,100.0,0.0
18,loud-lizard,e76412aa,25.5,25.0,100.0,98.56,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,50.0,49.02,0.98,100.0,0.0
1,lumpy-guerza,396fad2d,25.5,40.0,93.25,89.25,75.0,66.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,28.33,44.44,-16.11,96.0,4.0
1,lumpy-guerza,dcf14075,38.7,10.0,93.25,89.25,97.62,95.24,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,43.0,11.11,31.89,65.5,34.5
1,lumpy-guerza,cbcff678,25.8,40.0,93.25,89.25,83.33,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,28.67,44.44,-15.77,87.5,12.5
6,lush-baboon,29f423c4,22.55,36.0,99.58,96.33,91.67,83.33,75.0,MISSING DATA,MISSING DATA,MISSING DATA,,29.67,47.37,-17.7,92.0,8.0
6,lush-baboon,dcf14075,30.15,7.0,99.58,96.33,97.62,90.48,92.86,MISSING DATA,MISSING DATA,MISSING DATA,,39.67,9.21,30.46,99.5,0.5
6,lush-baboon,45664623,23.31,33.0,99.58,96.33,75.0,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,30.67,43.42,-12.75,94.5,-5.5
20,lying-capybara,9ae522cc,18.72,20.0,97.78,95.44,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,52.0,55.56,-3.56,98.0,2.0,6,6
20,lying-capybara,396fad2d,17.28,16.0,97.78,95.44,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,48.0,44.44,3.56,98.0,2.0,6,6
14,maddening-magpie,b6aa9c94,33.92,30.0,95.25,95.83,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,57.5,50.85,6.65,95.0,5.0
14,maddening-magpie,45550069,25.08,29.0,95.25,95.83,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,42.5,49.15,-6.65,95.0,5.0
17,many-turaco,8e44efb9,41.85,39.0,88.67,91.33,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,100.0,8.0,54.0,50.32,3.68,100.0,0.0
17,many-turaco,53bcb2df,35.65,38.5,88.67,91.33,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,9.0,46.0,49.68,-3.68,100.0,0.0
16,marked-tinamou,e76412aa,42.6,36.0,100.0,98.23,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,60.0,50.7,9.3,90.0,10.0
16,marked-tinamou,5178cbf5,28.4,35.0,100.0,98.23,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,66.67,8.0,40.0,49.3,-9.3,90.0,10.0
15,married-mynah,45664623,20.67,20.0,82.33,89.22,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,7.0,39.0,37.74,1.26,98.0,-2.0
15,married-mynah,936e3168,32.33,33.0,82.33,89.22,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,8.0,61.0,62.26,-1.26,98.0,-2.0
10,mature-seal,29f423c4,31.9,34.0,92.11,92.16,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,4.0,29.0,30.91,-1.91,92.0,8.0
10,mature-seal,90945a45,29.15,35.0,92.11,92.16,MISSING DATA,MISSING DATA,MISSING DATA,94.44,100.0,77.78,7.0,26.5,31.82,-5.32,98.0,-2.0
10,mature-seal,75dbe257,20.9,5.0,92.11,92.16,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,93.75,4.0,19.0,4.55,14.45,88.0,-12.0
10,mature-seal,4d87f1c5,28.05,36.0,92.11,92.16,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,83.33,7.0,25.5,32.73,-7.23,95.33,-4.67
2,measly-parakeet,90945a45,36.0,40.0,75.56,78.61,66.67,83.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,30.0,33.33,-3.33,100.0,0.0
2,measly-parakeet,adda47cf,20.0,40.0,75.56,78.61,58.33,41.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,16.67,33.33,-16.66,95.0,5.0
2,measly-parakeet,75dbe257,64.0,40.0,75.56,78.61,91.67,91.67,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,53.33,33.33,20.0,90.0,10.0
17,medical-flamingo,75dbe257,3.13,3.0,100.0,99.17,MISSING DATA,MISSING DATA,MISSING DATA,90.74,94.44,98.15,3.0,6.67,6.38,0.29,95.0,5.0
17,medical-flamingo,396fad2d,12.53,16.0,100.0,99.17,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,5.0,26.67,34.04,-7.37,97.5,-2.5
17,medical-flamingo,9b34a8d3,31.33,28.0,100.0,99.17,MISSING DATA,MISSING DATA,MISSING DATA,91.67,91.67,100.0,5.0,66.67,59.57,7.1,80.0,20.0
1,mellow-coatimundi,90945a45,30.34,40.0,96.75,93.75,83.33,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,21.67,28.57,-6.9,97.5,-2.5
1,mellow-coatimundi,936e3168,41.54,40.0,96.75,93.75,94.44,94.44,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,29.67,28.57,1.1,93.5,6.5
1,mellow-coatimundi,070b3063,57.86,40.0,96.75,93.75,83.33,88.89,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,41.33,28.57,12.76,MISSING DATA,MISSING DATA
1,mellow-coatimundi,4d87f1c5,10.26,20.0,96.75,93.75,41.67,58.33,MISSING DATA,MISSING DATA,MISSING DATA,MISSING DATA,,7.33,14.29,-6.96,96.5,-3.5
19,mellow-wagtail,eed94af6,29.0,29.0,97.86,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,50.0,50.0,0.0,100.0,0.0,7,7
19,mellow-wagtail,45550069,29.0,29.0,97.86,100.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,50.0,50.0,0.0,100.0,0.0,7,7
18,melodic-steenbok,75dbe257,14.94,4.0,95.0,94.0,MISSING DATA,MISSING DATA,MISSING DATA,88.89,90.28,91.67,4.0,25.33,6.78,18.55,92.0,-8.0
18,melodic-steenbok,48758a80,20.25,30.0,95.0,94.0,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,7.0,34.33,50.85,-16.52,93.5,-6.5
18,melodic-steenbok,4a6f36f6,23.79,25.0,95.0,94.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,91.67,6.0,40.33,42.37,-2.04,99.0,1.0
6,miscreant-langur,45a99283,33.32,38.0,98.75,95.67,83.33,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,34.0,38.78,-4.78,92.0,8.0
6,miscreant-langur,690c133a,20.09,30.0,98.75,95.67,61.11,77.78,94.44,MISSING DATA,MISSING DATA,MISSING DATA,,20.5,30.61,-10.11,99.33,-0.67
6,miscreant-langur,adda47cf,15.19,22.0,98.75,95.67,50.0,72.22,66.67,MISSING DATA,MISSING DATA,MISSING DATA,,15.5,22.45,-6.95,98.0,2.0
6,miscreant-langur,75dbe257,29.4,8.0,98.75,95.67,100.0,98.15,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,30.0,8.16,21.84,100.0,0.0
19,miscreant-warthog,53bcb2df,30.6,28.0,78.0,88.33,MISSING DATA,MISSING DATA,MISSING DATA,66.67,66.67,50.0,8.0,45.0,41.18,3.82,90.0,10.0,5,5
19,miscreant-warthog,50b78c66,37.4,40.0,78.0,88.33,MISSING DATA,MISSING DATA,MISSING DATA,66.67,50.0,100.0,8.0,55.0,58.82,-3.82,90.0,10.0,5,5
15,mistaken-opossum,45550069,32.64,32.0,99.85,99.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,51.0,50.0,1.0,98.0,2.0
15,mistaken-opossum,eed94af6,31.36,32.0,99.85,99.0,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,49.0,50.0,-1.0,98.0,2.0
12,motionless-springbuck,9ae522cc,33.04,28.0,99.09,98.64,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,59.0,50.0,9.0,98.0,-2.0
12,motionless-springbuck,eed94af6,22.96,28.0,99.09,98.64,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,9.0,41.0,50.0,-9.0,98.0,-2.0
9,mushy-whale,4d87f1c5,9.8,19.0,99.08,98.62,58.33,83.33,91.67,83.33,75.0,58.33,7.0,20.0,38.78,-18.78,92.5,7.5
9,mushy-whale,dcf14075,17.31,10.0,99.08,98.62,92.59,79.63,87.04,81.48,83.33,98.15,6.0,35.33,20.41,14.92,92.0,-8.0
9,mushy-whale,936e3168,21.89,20.0,99.08,98.62,83.33,91.67,100.0,100.0,100.0,83.33,6.0,44.67,40.82,3.85,99.5,0.5
20,naive-shark,690c133a,13.18,15.0,80.73,89.82,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,8.0,42.5,48.39,-5.89,85.0,15.0,6,6
20,naive-shark,b6aa9c94,17.83,16.0,80.73,89.82,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,57.5,51.61,5.89,85.0,15.0,6,6
19,neighborly-trumpeter,dcf14075,6.7,4.0,93.33,98.33,MISSING DATA,MISSING DATA,MISSING DATA,93.06,94.44,100.0,5.0,10.0,5.97,4.03,100.0,0.0,7,7
19,neighborly-trumpeter,29f423c4,27.69,35.0,93.33,98.33,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,7.0,41.33,52.24,-10.91,94.5,5.5,7,7
19,neighborly-trumpeter,9b34a8d3,32.61,28.0,93.33,98.33,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,48.67,41.79,6.88,96.0,-4.0,7,7
20,nervous-siskin,94b1cd36,16.5,15.0,98.07,97.71,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,6.0,33.0,30.0,3.0,98.67,-1.33,6,6
20,nervous-siskin,66930ba2,23.13,20.0,98.07,97.71,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,46.25,40.0,6.25,99.67,-0.33,6,6
20,nervous-siskin,dcf14075,0.13,0.0,98.07,97.71,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,100.0,1.0,0.25,0.0,0.25,99.67,-0.33,MISSING DATA,MISSING DATA
20,nervous-siskin,90945a45,10.25,15.0,98.07,97.71,MISSING DATA,MISSING DATA,MISSING DATA,100.0,75.0,83.33,7.0,20.5,30.0,-9.5,86.0,-14.0,6,6
13,nine-badger,45a99283,29.74,30.0,99.13,97.13,MISSING DATA,MISSING DATA,MISSING DATA,50.0,44.44,72.22,6.0,48.75,49.18,-0.43,75.0,-25.0
13,nine-badger,690c133a,10.98,10.0,99.13,97.13,MISSING DATA,MISSING DATA,MISSING DATA,77.78,83.33,72.22,10.0,18.0,16.39,1.61,89.33,-10.67
13,nine-badger,396fad2d,9.3,6.0,99.13,97.13,MISSING DATA,MISSING DATA,MISSING DATA,96.67,90.0,96.67,8.0,15.25,9.84,5.41,99.0,1.0
13,nine-badger,0af92c55,10.98,15.0,99.13,97.13,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,9.0,18.0,24.59,-6.59,89.33,-10.67
11,noxious-flamingo,eed94af6,24.3,23.0,99.33,96.33,MISSING DATA,MISSING DATA,MISSING DATA,95.83,91.67,83.33,7.0,19.6,18.55,1.05,99.5,0.5
11,noxious-flamingo,5178cbf5,20.34,25.0,99.33,96.33,MISSING DATA,MISSING DATA,MISSING DATA,87.5,83.33,54.17,8.0,16.4,20.16,-3.76,92.0,-8.0
11,noxious-flamingo,e76412aa,23.56,26.0,99.33,96.33,MISSING DATA,MISSING DATA,MISSING DATA,91.67,87.5,91.67,7.0,19.0,20.97,-1.97,98.75,1.25
11,noxious-flamingo,af162939,21.82,25.0,99.33,96.33,MISSING DATA,MISSING DATA,MISSING DATA,95.83,95.83,87.5,7.0,17.6,20.16,-2.56,99.25,-0.75
11,noxious-flamingo,29f423c4,33.98,25.0,99.33,96.33,MISSING DATA,MISSING DATA,MISSING DATA,100.0,95.83,100.0,4.0,27.4,20.16,7.24,94.25,5.75
20,noxious-pademelon,085c56bc,11.0,10.0,99.33,98.47,MISSING DATA,MISSING DATA,MISSING DATA,83.33,83.33,83.33,4.0,55.0,50.0,5.0,90.0,10.0,5,5
20,noxious-pademelon,ea4646be,9.0,10.0,99.33,98.47,MISSING DATA,MISSING DATA,MISSING DATA,83.33,66.67,50.0,6.0,45.0,50.0,-5.0,90.0,10.0,5,5
17,numberless-hornbill,713b4462,38.71,39.0,68.0,87.14,MISSING DATA,MISSING DATA,MISSING DATA,100.0,83.33,83.33,8.0,49.0,49.37,-0.37,98.0,-2.0
17,numberless-hornbill,50b78c66,40.29,40.0,68.0,87.14,MISSING DATA,MISSING DATA,MISSING DATA,100.0,100.0,100.0,7.0,51.0,50.63,0.37,98.0,-2.0
7,omniscient-tern,85eb0e18,25.56,31.0,95.0,91.88,91.67,100.0,100.0,MISSING DATA,MISSING DATA,MISSING DATA,,36.0,43.66,-7.66,94.0,-6.0
7,omniscient-tern,dcf14075,22.24,10.0,95.0,91.88,100.0,96.67,93.33,MISSING DATA,MISSING DATA,MISSING DATA,,31.33,14.08,17.25,83.0,-17.0
7,omniscient-tern,9ae522cc,23.2,30.0,95.0,91.88,83.33,100.0,91.67,MISSING DATA,MISSING DATA,MISSING DATA,,32.67,42.25,-9.58,97.5,-2.5
